category,company,description,title,review,stars,texto,texto_ligero,texto_pesado,nlptown_stars,nlptown_score,topic_id,topic_score,topic_nombre,sentimiento
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.","Somerton, Somerset....way to go.",The staff in Somerton branch are what makes this bank so good. Nothing is too much trouble and they have time for an old codger to try and get to grips with modern life.Hopefully this won't ever be earmarked for closure. We need them.,5,"Somerton, Somerset....way to go. The staff in Somerton branch are what makes this bank so good. Nothing is too much trouble and they have time for an old codger to try and get to grips with modern life.Hopefully this won't ever be earmarked for closure. We need them.","Somerton, Somerset....way to go. The staff in Somerton branch are what makes this bank so good. Nothing is too much trouble and they have time for an old codger to try and get to grips with modern life.Hopefully this won't ever be earmarked for closure. We need them.",somerton somerset way staff somerton branch makes bank good trouble old codger try grips modern life hopefully won earmarked closure need,5,0.6048,5,0.0972,Experiencia general,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Great app great bank happy to help…,Great app great bank happy to help anyone stopping me being scammed before I knew it was happening ,5,Great app great bank happy to help… Great app great bank happy to help anyone stopping me being scammed before I knew it was happening ,Great app great bank happy to help… Great app great bank happy to help anyone stopping me being scammed before I knew it was happening,great app great bank happy help great app great bank happy help stopping scammed knew happening,5,0.8228,7,0.2134,App y banca digital,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Carol from Enfield gave me 1st class…,Carol from Enfield gave me 1st class service  from star  to finish. I have had a stroke  and she gave me  the patience and gave me Tailord support. She is the  best,5,Carol from Enfield gave me 1st class… Carol from Enfield gave me 1st class service  from star  to finish. I have had a stroke  and she gave me  the patience and gave me Tailord support. She is the  best,Carol from Enfield gave me 1st class… Carol from Enfield gave me 1st class service  from star  to finish. I have had a stroke  and she gave me  the patience and gave me Tailord support. She is the  best,carol enfield gave class carol enfield gave class service star finish stroke gave patience gave tailord support best,5,0.8246,2,0.0491,Atención al cliente,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.","Easy online Loan application, no hassle.","My application for a loan online couldn't have been easier, The site was very easy to understand and made everything really simple to apply without even leaving my house . Thank you T.S.B.",5,"Easy online Loan application, no hassle. My application for a loan online couldn't have been easier, The site was very easy to understand and made everything really simple to apply without even leaving my house . Thank you T.S.B.","Easy online Loan application, no hassle. My application for a loan online couldn't have been easier, The site was very easy to understand and made everything really simple to apply without even leaving my house . Thank you T.S.B.",easy online loan application hassle application loan online couldn easier site easy understand simple apply leaving house thank,5,0.618,6,0.2246,Proceso y solicitudes,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",The staff was OK,"The staff was OK. A bit disappointed because they messed up some of my details, and I had to wait 1 week to fix it so I can get approved for 50k. At the end I was very happy with it as I promptly repaid it thanks to good investment advice and now I am debt free. I want to thank the bank for giving me the loan. And even though the error was fixed, please try to keep your employees more focused as some times the it's very important to receive the loan without silly delays.",4,"The staff was OK The staff was OK. A bit disappointed because they messed up some of my details, and I had to wait 1 week to fix it so I can get approved for 50k. At the end I was very happy with it as I promptly repaid it thanks to good investment advice and now I am debt free. I want to thank the bank for giving me the loan. And even though the error was fixed, please try to keep your employees more focused as some times the it's very important to receive the loan without silly delays.","The staff was OK The staff was OK. A bit disappointed because they messed up some of my details, and I had to wait 1 week to fix it so I can get approved for 50k. At the end I was very happy with it as I promptly repaid it thanks to good investment advice and now I am debt free. I want to thank the bank for giving me the loan. And even though the error was fixed, please try to keep your employees more focused as some times the it's very important to receive the loan without silly delays.",staff staff bit disappointed messed details wait fix approved end happy promptly repaid thanks good investment advice debt free want thank bank giving loan error fixed try employees focused times important receive loan silly delays,3,0.7939,4,0.0849,Atención presencial,ambiguo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",My account ,"Staff helpful, and was able to correct mistake in my account Was advised to call number on my card but was not helpful and was rude. Returned to TSB bank staff helpful and called me to advise payment had gone into my account ",4,"My account  Staff helpful, and was able to correct mistake in my account Was advised to call number on my card but was not helpful and was rude. Returned to TSB bank staff helpful and called me to advise payment had gone into my account ","My account  Staff helpful, and was able to correct mistake in my account Was advised to call number on my card but was not helpful and was rude. Returned to TSB bank staff helpful and called me to advise payment had gone into my account",account staff helpful able correct mistake account advised number card helpful rude returned tsb bank staff helpful advise payment gone account,1,0.284,4,0.1306,Atención presencial,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Once I eventually long waiting time got through around 20…,Once I eventually got through around 20 minutes after I dialed my query was dealt with very professionally. ,4,Once I eventually long waiting time got through around 20… Once I eventually got through around 20 minutes after I dialed my query was dealt with very professionally. ,Once I eventually long waiting time got through around 20… Once I eventually got through around 20 minutes after I dialed my query was dealt with very professionally.,eventually long waiting eventually minutes dialed query dealt professionally,2,0.3879,4,0.0338,Atención presencial,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Treated fairly,As a member of Tsb bank for over 40 years I have shown loyalty apart from issue once with mortgage overpayment being sent back into my account they have been decent to me.Hindsight I should have been sharper.Recently re applied for better saving account and all appears ok.Good customer service when I went into bank that day.09/12/24,4,Treated fairly As a member of Tsb bank for over 40 years I have shown loyalty apart from issue once with mortgage overpayment being sent back into my account they have been decent to me.Hindsight I should have been sharper.Recently re applied for better saving account and all appears ok.Good customer service when I went into bank that day.09/12/24,Treated fairly As a member of Tsb bank for over 40 years I have shown loyalty apart from issue once with mortgage overpayment being sent back into my account they have been decent to me.Hindsight I should have been sharper.Recently re applied for better saving account and all appears ok.Good customer service when I went into bank that day.09/12/24,treated fairly member tsb bank shown loyalty apart issue mortgage overpayment sent account decent hindsight sharper recently applied better saving account appears good customer service went bank,3,0.3946,2,0.1193,Atención al cliente,ambiguo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Nice friendly helpful customer…,"Nice friendly helpful customer services.Long waits whatever time you ring.Bit concerned with a potentially serious issue, only to be told their mistake and apologised but still very worrying",4,"Nice friendly helpful customer… Nice friendly helpful customer services.Long waits whatever time you ring.Bit concerned with a potentially serious issue, only to be told their mistake and apologised but still very worrying","Nice friendly helpful customer… Nice friendly helpful customer services.Long waits whatever time you ring.Bit concerned with a potentially serious issue, only to be told their mistake and apologised but still very worrying",nice friendly helpful customer nice friendly helpful customer services long waits ring bit concerned potentially issue mistake apologised worrying,4,0.669,2,0.1023,Atención al cliente,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",No appointments.,"The experience at the bank was good, however it is a case of turn up and wait. Not enough staff to answer the phones and no appointments can be made.",4,"No appointments. The experience at the bank was good, however it is a case of turn up and wait. Not enough staff to answer the phones and no appointments can be made.","No appointments. The experience at the bank was good, however it is a case of turn up and wait. Not enough staff to answer the phones and no appointments can be made.",appointments experience bank good case turn wait staff answer phones appointments,2,0.447,5,0.1019,Experiencia general,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Easy,"Easy, clear instructions to get done what I needed to do. ",4,"Easy Easy, clear instructions to get done what I needed to do. ","Easy Easy, clear instructions to get done what I needed to do.",easy easy clear instructions needed,5,0.6185,6,0.3059,Proceso y solicitudes,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Getting the important things done when it is busy,"Even though it has been a busy time with the move not running smoothly, I really appreciated that my mortgage advisor, Pius, followed up with me to make sure I had put appropriate Home Contents, Life Insurance and Critical Illness Cover in place for my new flat and mortgage. When there are so many things to set up and get done, it is easy to forget these things. Pius made the process straight forward, clear, brought my details up to date and I got the insurance that I needed for peace of mind for my home and my money. Great service, Great products. ",4,"Getting the important things done when it is busy Even though it has been a busy time with the move not running smoothly, I really appreciated that my mortgage advisor, Pius, followed up with me to make sure I had put appropriate Home Contents, Life Insurance and Critical Illness Cover in place for my new flat and mortgage. When there are so many things to set up and get done, it is easy to forget these things. Pius made the process straight forward, clear, brought my details up to date and I got the insurance that I needed for peace of mind for my home and my money. Great service, Great products. ","Getting the important things done when it is busy Even though it has been a busy time with the move not running smoothly, I really appreciated that my mortgage advisor, Pius, followed up with me to make sure I had put appropriate Home Contents, Life Insurance and Critical Illness Cover in place for my new flat and mortgage. When there are so many things to set up and get done, it is easy to forget these things. Pius made the process straight forward, clear, brought my details up to date and I got the insurance that I needed for peace of mind for my home and my money. Great service, Great products.",getting important things busy busy running smoothly appreciated mortgage advisor pius followed sure appropriate home contents life insurance critical illness cover place new flat mortgage things set easy forget things pius process straight forward clear brought details date insurance needed peace mind home money great service great products,5,0.6643,7,0.0817,App y banca digital,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.","The agent was helpful, BUT......","The agent was helpful as I wanted to close some dormant savings accounts. However he didn't close all of them. Apparently a customer can only close if you use the app. I don't do any banking on my phone. My laptop have a very good secured VPN. Customers who don't use the app, have to phone or go into a branch!!!Why I have no idea. TSB need to make it easy to close an account for online customers. ",4,"The agent was helpful, BUT...... The agent was helpful as I wanted to close some dormant savings accounts. However he didn't close all of them. Apparently a customer can only close if you use the app. I don't do any banking on my phone. My laptop have a very good secured VPN. Customers who don't use the app, have to phone or go into a branch!!!Why I have no idea. TSB need to make it easy to close an account for online customers. ","The agent was helpful, BUT...... The agent was helpful as I wanted to close some dormant savings accounts. However he didn't close all of them. Apparently a customer can only close if you use the app. I don't do any banking on my phone. My laptop have a very good secured VPN. Customers who don't use the app, have to phone or go into a branch!!!Why I have no idea. TSB need to make it easy to close an account for online customers.",agent helpful agent helpful wanted close dormant savings accounts didn close apparently customer close app don banking phone laptop good secured vpn customers don app phone branch idea tsb need easy close account online customers,2,0.4262,7,0.0884,App y banca digital,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Happy with the service that I received…,"Happy with the service that I received from TSB broker, Pius Shah, despite the mortgage rate being 0.10% higher than the one advertised on their website. I would expect any mortgage rate amends to be updated on their website immediately.",4,"Happy with the service that I received… Happy with the service that I received from TSB broker, Pius Shah, despite the mortgage rate being 0.10% higher than the one advertised on their website. I would expect any mortgage rate amends to be updated on their website immediately.","Happy with the service that I received… Happy with the service that I received from TSB broker, Pius Shah, despite the mortgage rate being 0.10% higher than the one advertised on their website. I would expect any mortgage rate amends to be updated on their website immediately.",happy service received happy service received tsb broker pius shah despite mortgage rate higher advertised website expect mortgage rate amends updated website immediately,5,0.5461,3,0.098,Ahorro y tasas,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Colin Edwards,I been having problem with setting up TSB App for few years and this time I was determine to sort this out. Colin Edwards at Wallington Branch sat me down and went through the process clearly. He took me through step by step patiently and manage to get the App working. He also discussed various ways to invest my capital to earn more money over the coming years.,4,Colin Edwards I been having problem with setting up TSB App for few years and this time I was determine to sort this out. Colin Edwards at Wallington Branch sat me down and went through the process clearly. He took me through step by step patiently and manage to get the App working. He also discussed various ways to invest my capital to earn more money over the coming years.,Colin Edwards I been having problem with setting up TSB App for few years and this time I was determine to sort this out. Colin Edwards at Wallington Branch sat me down and went through the process clearly. He took me through step by step patiently and manage to get the App working. He also discussed various ways to invest my capital to earn more money over the coming years.,colin edwards having problem setting tsb app determine sort colin edwards wallington branch sat went process clearly took step step patiently manage app working discussed various ways invest capital earn money coming,5,0.5553,4,0.0717,Atención presencial,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",My Savings Account moving issues:,I had some issues trying to move our savings account which was due to expire. I thought it would be a simple matter of choosing and moving from one to the new account with a better rate. I had issues signing in on Internet banking because the App wouldn’t allow me to do that. Clicking the Apply Now button didn’t work.I had to completely re-apply for Internet Banking and then I discovered I couldn’t open the App so I hadto re-apply for that too. It would have made sense to me at any rate if TSB had just moved my account to the better rate themselves having told me they would do that automatically unless I told them not to.,4,My Savings Account moving issues: I had some issues trying to move our savings account which was due to expire. I thought it would be a simple matter of choosing and moving from one to the new account with a better rate. I had issues signing in on Internet banking because the App wouldn’t allow me to do that. Clicking the Apply Now button didn’t work.I had to completely re-apply for Internet Banking and then I discovered I couldn’t open the App so I hadto re-apply for that too. It would have made sense to me at any rate if TSB had just moved my account to the better rate themselves having told me they would do that automatically unless I told them not to.,My Savings Account moving issues: I had some issues trying to move our savings account which was due to expire. I thought it would be a simple matter of choosing and moving from one to the new account with a better rate. I had issues signing in on Internet banking because the App wouldn’t allow me to do that. Clicking the Apply Now button didn’t work.I had to completely re-apply for Internet Banking and then I discovered I couldn’t open the App so I hadto re-apply for that too. It would have made sense to me at any rate if TSB had just moved my account to the better rate themselves having told me they would do that automatically unless I told them not to.,savings account moving issues issues trying savings account expire thought simple matter choosing moving new account better rate issues signing internet banking app wouldn allow clicking apply button didn work completely apply internet banking discovered couldn open app hadto apply sense rate tsb moved account better rate having automatically unless,2,0.3779,3,0.1343,Ahorro y tasas,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",face to face ,"We had to change the details of the company and filled the online form but didn't do what we wanted so tried calling Business banking and after a frustrated call I gave up.  Next stop was the branch in East Kilbride, I had a great meeting with the manageress and she sorted everything for me.    I was not looking forward going into the branch as we have been told in the past we had to call businesses banking so actually sitting down face to face was sooooo reassuring.   Thank you  TSB East kilbride branch",4,"face to face  We had to change the details of the company and filled the online form but didn't do what we wanted so tried calling Business banking and after a frustrated call I gave up.  Next stop was the branch in East Kilbride, I had a great meeting with the manageress and she sorted everything for me.    I was not looking forward going into the branch as we have been told in the past we had to call businesses banking so actually sitting down face to face was sooooo reassuring.   Thank you  TSB East kilbride branch","face to face  We had to change the details of the company and filled the online form but didn't do what we wanted so tried calling Business banking and after a frustrated call I gave up.  Next stop was the branch in East Kilbride, I had a great meeting with the manageress and she sorted everything for me.    I was not looking forward going into the branch as we have been told in the past we had to call businesses banking so actually sitting down face to face was sooooo reassuring.   Thank you  TSB East kilbride branch",face face change details company filled online form didn wanted calling business banking frustrated gave stop branch east kilbride great meeting manageress sorted looking forward going branch past businesses banking sitting face face sooooo reassuring thank tsb east kilbride branch,2,0.3428,4,0.1443,Atención presencial,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Feedback and improvement opportunities,"Relatively easy to access the systems but was confused about a number of the questions asked when they were not utilised in the final application.Am very unhappy about the move into electronic banking as it is jeopardising the existence of branches.The ""electronic"" systems are, in places, ambiguous and do not clearly show the products.Feedback and annual interest information is extremely slow, access to an actual branch had always been very useful.",4,"Feedback and improvement opportunities Relatively easy to access the systems but was confused about a number of the questions asked when they were not utilised in the final application.Am very unhappy about the move into electronic banking as it is jeopardising the existence of branches.The ""electronic"" systems are, in places, ambiguous and do not clearly show the products.Feedback and annual interest information is extremely slow, access to an actual branch had always been very useful.","Feedback and improvement opportunities Relatively easy to access the systems but was confused about a number of the questions asked when they were not utilised in the final application.Am very unhappy about the move into electronic banking as it is jeopardising the existence of branches.The ""electronic"" systems are, in places, ambiguous and do not clearly show the products.Feedback and annual interest information is extremely slow, access to an actual branch had always been very useful.",feedback improvement opportunities relatively easy access systems confused number questions utilised final application unhappy electronic banking jeopardising existence branches electronic systems places ambiguous clearly products feedback annual information extremely slow access actual branch useful,2,0.5111,6,0.0758,Proceso y solicitudes,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Personal loan,"I have visited Harold Hill branch on 11.11.24 regarding a loan. I was assisted by Mr Matthew Pritchard, professional and  helpful. Great asset for the TSB bank.",4,"Personal loan I have visited Harold Hill branch on 11.11.24 regarding a loan. I was assisted by Mr Matthew Pritchard, professional and  helpful. Great asset for the TSB bank.","Personal loan I have visited Harold Hill branch on 11.11.24 regarding a loan. I was assisted by Mr Matthew Pritchard, professional and  helpful. Great asset for the TSB bank.",personal loan visited harold hill branch regarding loan assisted matthew pritchard professional helpful great asset tsb bank,5,0.7524,4,0.2096,Atención presencial,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Cash isa,"We recently received excellent, friendly, and professional service when we had an appointment with Chris Walker at the TSB meadow hall branch, Sheffield. His help was invaluable. ",4,"Cash isa We recently received excellent, friendly, and professional service when we had an appointment with Chris Walker at the TSB meadow hall branch, Sheffield. His help was invaluable. ","Cash isa We recently received excellent, friendly, and professional service when we had an appointment with Chris Walker at the TSB meadow hall branch, Sheffield. His help was invaluable.",cash isa recently received excellent friendly professional service appointment chris walker tsb meadow hall branch sheffield help invaluable,5,0.6452,4,0.1992,Atención presencial,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",The visit was extremely helpful,"The visit was extremely helpful, no complaints. However, one complaint, I haven`t been able to set up my acct with TSB is because every time I entery details, it come up info wrong, I tried numerous times to enter my details but got the same msg wevery time. I was wondering if it would be possible for the manager to visit my address to assist me. I live about 2 miles from the bank in Dunfermline. Thanks.   ",4,"The visit was extremely helpful The visit was extremely helpful, no complaints. However, one complaint, I haven`t been able to set up my acct with TSB is because every time I entery details, it come up info wrong, I tried numerous times to enter my details but got the same msg wevery time. I was wondering if it would be possible for the manager to visit my address to assist me. I live about 2 miles from the bank in Dunfermline. Thanks.   ","The visit was extremely helpful The visit was extremely helpful, no complaints. However, one complaint, I haven`t been able to set up my acct with TSB is because every time I entery details, it come up info wrong, I tried numerous times to enter my details but got the same msg wevery time. I was wondering if it would be possible for the manager to visit my address to assist me. I live about 2 miles from the bank in Dunfermline. Thanks.",visit extremely helpful visit extremely helpful complaints complaint haven able set acct tsb entery details come info wrong numerous times enter details msg wevery wondering possible manager visit address assist live miles bank dunfermline thanks,4,0.6382,4,0.1032,Atención presencial,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Long term customer,As I'm sure any saver is disappointed with interest rate reductions. Otherwise my account is well looked after.Could do with a local physical bank. Like the idea that was mooted to have a bank collective to save expense of separate bank premises.,4,Long term customer As I'm sure any saver is disappointed with interest rate reductions. Otherwise my account is well looked after.Could do with a local physical bank. Like the idea that was mooted to have a bank collective to save expense of separate bank premises.,Long term customer As I'm sure any saver is disappointed with interest rate reductions. Otherwise my account is well looked after.Could do with a local physical bank. Like the idea that was mooted to have a bank collective to save expense of separate bank premises.,long term customer sure saver disappointed rate reductions account looked local physical bank like idea mooted bank collective save expense separate bank premises,4,0.4193,5,0.1982,Experiencia general,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Lost Ipad,My mother recently lost her iPad and was concerned of the security surrounding her TSB app. She visited your St Vincent Street branch and Chris Docherty not only put her mind at ease regarding the security of the app he also went above and beyond and found the location of the iPad.  Thanks to Chris my mother now has her Ipad.  Excellent customer service ,4,Lost Ipad My mother recently lost her iPad and was concerned of the security surrounding her TSB app. She visited your St Vincent Street branch and Chris Docherty not only put her mind at ease regarding the security of the app he also went above and beyond and found the location of the iPad.  Thanks to Chris my mother now has her Ipad.  Excellent customer service ,Lost Ipad My mother recently lost her iPad and was concerned of the security surrounding her TSB app. She visited your St Vincent Street branch and Chris Docherty not only put her mind at ease regarding the security of the app he also went above and beyond and found the location of the iPad.  Thanks to Chris my mother now has her Ipad.  Excellent customer service,lost ipad mother recently lost ipad concerned security surrounding tsb app visited vincent street branch chris docherty mind ease regarding security app went location ipad thanks chris mother ipad excellent customer service,5,0.5419,4,0.119,Atención presencial,positivo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Switch service query,"Called customer services with a query about switching service, on hold for a long time, when call was answered, despite selecting 'switch' option, I was advised the call had to be transferred to the switch team, after this happened the call was terminated as, it being before 9am they were not open !!. The initial call handler should have known this. On calling the dedicated switch team (after 9am) the representative was very helpful, if I had spoken to her initially it would have been a 5* review, but the 1st person, appeared to just want to move onto the next call asap. Card arrived promptly.",4,"Switch service query Called customer services with a query about switching service, on hold for a long time, when call was answered, despite selecting 'switch' option, I was advised the call had to be transferred to the switch team, after this happened the call was terminated as, it being before 9am they were not open !!. The initial call handler should have known this. On calling the dedicated switch team (after 9am) the representative was very helpful, if I had spoken to her initially it would have been a 5* review, but the 1st person, appeared to just want to move onto the next call asap. Card arrived promptly.","Switch service query Called customer services with a query about switching service, on hold for a long time, when call was answered, despite selecting 'switch' option, I was advised the call had to be transferred to the switch team, after this happened the call was terminated as, it being before 9am they were not open !!. The initial call handler should have known this. On calling the dedicated switch team (after 9am) the representative was very helpful, if I had spoken to her initially it would have been a 5* review, but the 1st person, appeared to just want to move onto the next call asap. Card arrived promptly.",switch service query customer services query switching service hold long answered despite selecting switch option advised transferred switch team happened terminated open initial handler known calling dedicated switch team representative helpful spoken initially review person appeared want asap card arrived promptly,1,0.4153,2,0.0965,Atención al cliente,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",It is easy to change my account to a…,It is easy to change my account to a different savings account but very difficult to close an account that has £0 in it when you have moved money to a different account within TSB. Unless you have the app it is impossible!,3,It is easy to change my account to a… It is easy to change my account to a different savings account but very difficult to close an account that has £0 in it when you have moved money to a different account within TSB. Unless you have the app it is impossible!,It is easy to change my account to a… It is easy to change my account to a different savings account but very difficult to close an account that has £0 in it when you have moved money to a different account within TSB. Unless you have the app it is impossible!,easy change account easy change account different savings account difficult close account moved money different account tsb unless app impossible,3,0.375,0,0.1526,Cuenta y fraude,ambiguo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Online banking is reasonably easy to…,"Online banking is reasonably easy to use, but there is no Chat function on laptop, only if you use mobile banking ( which I do not feel is very safe) ",3,"Online banking is reasonably easy to… Online banking is reasonably easy to use, but there is no Chat function on laptop, only if you use mobile banking ( which I do not feel is very safe) ","Online banking is reasonably easy to… Online banking is reasonably easy to use, but there is no Chat function on laptop, only if you use mobile banking ( which I do not feel is very safe)",online banking reasonably easy online banking reasonably easy chat function laptop mobile banking feel safe,3,0.501,7,0.2365,App y banca digital,ambiguo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",I filled out form for fixed rate ISA to…,I filled out form for fixed rate ISA to be transferred over to a new 18 month fixed rate when it matured and you didn’t do this. You did my wives who k also filled out and I had to manually apply for a new 18 month fixed rate so not a good service offered ,3,I filled out form for fixed rate ISA to… I filled out form for fixed rate ISA to be transferred over to a new 18 month fixed rate when it matured and you didn’t do this. You did my wives who k also filled out and I had to manually apply for a new 18 month fixed rate so not a good service offered ,I filled out form for fixed rate ISA to… I filled out form for fixed rate ISA to be transferred over to a new 18 month fixed rate when it matured and you didn’t do this. You did my wives who k also filled out and I had to manually apply for a new 18 month fixed rate so not a good service offered,filled form fixed rate isa filled form fixed rate isa transferred new fixed rate matured didn did wives filled manually apply new fixed rate good service offered,1,0.5066,3,0.1567,Ahorro y tasas,negativo
Money & Insurance,tsb.co.uk,"TSB is a retail bank with a trusted customer brand, heritage stretching back to the start of the savings bank movement 200 years ago, and a committed workforce that offer full service banking to more than five million customers. We operate on a modern banking platform and serve our customers through digital channels, over the phone and in branches across the UK.",Difficult to find a way to start paying…,Difficult to find a way to start paying into monthly saver ,3,Difficult to find a way to start paying… Difficult to find a way to start paying into monthly saver ,Difficult to find a way to start paying… Difficult to find a way to start paying into monthly saver,difficult way start paying difficult way start paying monthly saver,2,0.3761,5,0.0246,Experiencia general,negativo
